string,numbers,errors
fedcdceaead,"[6, 5, 4, 3, 4, 3, 5, 1, 5, 1, 4]",4
cdcdceadbbc,"[3, 4, 3, 4, 3, 5, 1, 4, 2, 2, 3]",4
cbaeaeadcbf,"[3, 2, 1, 5, 1, 5, 1, 4, 3, 2, 6]",4
dcfeeadcdbf,"[4, 3, 6, 5, 5, 1, 4, 3, 4, 2, 6]",4
adeaadcecfa,"[1, 4, 5, 1, 1, 4, 3, 5, 3, 6, 1]",4
cbadcfdcead,"[3, 2, 1, 4, 3, 6, 4, 3, 5, 1, 4]",4
adcadcfdcea,"[1, 4, 3, 1, 4, 3, 6, 4, 3, 5, 1]",4
badcadceadc,"[2, 1, 4, 3, 1, 4, 3, 5, 1, 4, 3]",4
bfebadbadcb,"[2, 6, 5, 2, 1, 4, 2, 1, 4, 3, 2]",4
dccfcabbadc,"[4, 3, 3, 6, 3, 1, 2, 2, 1, 4, 3]",4
beaddcbaddc,"[2, 5, 1, 4, 4, 3, 2, 1, 4, 4, 3]",4
ffbadadccae,"[6, 6, 2, 1, 4, 1, 4, 3, 3, 1, 5]",4
dcfdfdccbad,"[4, 3, 6, 4, 6, 4, 3, 3, 2, 1, 4]",4
deadcbadcfd,"[4, 5, 1, 4, 3, 2, 1, 4, 3, 6, 4]",4
bbaffeadeff,"[2, 2, 1, 6, 6, 5, 1, 4, 5, 6, 6]",4
fceacceadcc,"[6, 3, 5, 1, 3, 3, 5, 1, 4, 3, 3]",4
addcffbadea,"[1, 4, 4, 3, 6, 6, 2, 1, 4, 5, 1]",4
dccadbfebad,"[4, 3, 3, 1, 4, 2, 6, 5, 2, 1, 4]",4
dceadcbadcc,"[4, 3, 5, 1, 4, 3, 2, 1, 4, 3, 3]",4
aabadcffaea,"[1, 1, 2, 1, 4, 3, 6, 6, 1, 5, 1]",4
adccccceaff,"[1, 4, 3, 3, 3, 3, 3, 5, 1, 6, 6]",4
bbddaadfead,"[2, 2, 4, 4, 1, 1, 4, 6, 5, 1, 4]",4
acebadceadc,"[1, 3, 5, 2, 1, 4, 3, 5, 1, 4, 3]",4
bbcccbafdcf,"[2, 2, 3, 3, 3, 2, 1, 6, 4, 3, 6]",4
bdffcddcbcc,"[2, 4, 6, 6, 3, 4, 4, 3, 2, 3, 3]",4
abaddcdcfbe,"[1, 2, 1, 4, 4, 3, 4, 3, 6, 2, 5]",5
dcdcbadcacf,"[4, 3, 4, 3, 2, 1, 4, 3, 1, 3, 6]",5
dcceadfcada,"[4, 3, 3, 5, 1, 4, 6, 3, 1, 4, 1]",5
acbfbcbbcab,"[1, 3, 2, 6, 2, 3, 2, 2, 3, 1, 2]",5
dcbdfbabfef,"[4, 3, 2, 4, 6, 2, 1, 2, 6, 5, 6]",5
eafadeebadc,"[5, 1, 6, 1, 4, 5, 5, 2, 1, 4, 3]",5
deadcfbabee,"[4, 5, 1, 4, 3, 6, 2, 1, 2, 5, 5]",5
cbdceadabfb,"[3, 2, 4, 3, 5, 1, 4, 1, 2, 6, 2]",5
adcffccaeac,"[1, 4, 3, 6, 6, 3, 3, 1, 5, 1, 3]",5
abadcbacead,"[1, 2, 1, 4, 3, 2, 1, 3, 5, 1, 4]",5
baabdbadfea,"[2, 1, 1, 2, 4, 2, 1, 4, 6, 5, 1]",5
ceafdcdeadc,"[3, 5, 1, 6, 4, 3, 4, 5, 1, 4, 3]",5
bbddcdadbec,"[2, 2, 4, 4, 3, 4, 1, 4, 2, 5, 3]",5
dcfdcfdceea,"[4, 3, 6, 4, 3, 6, 4, 3, 5, 5, 1]",5
efccebbadcb,"[5, 6, 3, 3, 5, 2, 2, 1, 4, 3, 2]",5
eeafdcdcbea,"[5, 5, 1, 6, 4, 3, 4, 3, 2, 5, 1]",5
adbaddcaddc,"[1, 4, 2, 1, 4, 4, 3, 1, 4, 4, 3]",5
cdcdcbbadbe,"[3, 4, 3, 4, 3, 2, 2, 1, 4, 2, 5]",5
dcdbdcfafea,"[4, 3, 4, 2, 4, 3, 6, 1, 6, 5, 1]",5
dcdcfbabead,"[4, 3, 4, 3, 6, 2, 1, 2, 5, 1, 4]",5
decfdfadcea,"[4, 5, 3, 6, 4, 6, 1, 4, 3, 5, 1]",5
eadcddcbafc,"[5, 1, 4, 3, 4, 4, 3, 2, 1, 6, 3]",5
dceacbcaecb,"[4, 3, 5, 1, 3, 2, 3, 1, 5, 3, 2]",5
dcadceabfad,"[4, 3, 1, 4, 3, 5, 1, 2, 6, 1, 4]",5
fbadeadadce,"[6, 2, 1, 4, 5, 1, 4, 1, 4, 3, 5]",5
cbadcdadcad,"[3, 2, 1, 4, 3, 4, 1, 4, 3, 1, 4]",5
dcfbadeadcb,"[4, 3, 6, 2, 1, 4, 5, 1, 4, 3, 2]",5
bdebfeabaab,"[2, 4, 5, 2, 6, 5, 1, 2, 1, 1, 2]",5
bdcfdcdcbac,"[2, 4, 3, 6, 4, 3, 4, 3, 2, 1, 3]",5
fcfdefdcfdc,"[6, 3, 6, 4, 5, 6, 4, 3, 6, 4, 3]",5
cfaadcadcdb,"[3, 6, 1, 1, 4, 3, 1, 4, 3, 4, 2]",5
fdffbadcdcf,"[6, 4, 6, 6, 2, 1, 4, 3, 4, 3, 6]",5
eabddbdcafa,"[5, 1, 2, 4, 4, 2, 4, 3, 1, 6, 1]",5
bcbadadeade,"[2, 3, 2, 1, 4, 1, 4, 5, 1, 4, 5]",5
debbccfbadc,"[4, 5, 2, 2, 3, 3, 6, 2, 1, 4, 3]",5
adcccdcadfe,"[1, 4, 3, 3, 3, 4, 3, 1, 4, 6, 5]",5
addfcffdcfd,"[1, 4, 4, 6, 3, 6, 6, 4, 3, 6, 4]",5
badcfadddba,"[2, 1, 4, 3, 6, 1, 4, 4, 4, 2, 1]",5
baddccfbaea,"[2, 1, 4, 4, 3, 3, 6, 2, 1, 5, 1]",5
baeaaadcbea,"[2, 1, 5, 1, 1, 1, 4, 3, 2, 5, 1]",5
cdfeadcdcfa,"[3, 4, 6, 5, 1, 4, 3, 4, 3, 6, 1]",5
cccdffdcfbd,"[3, 3, 3, 4, 6, 6, 4, 3, 6, 2, 4]",5
eadcccbccab,"[5, 1, 4, 3, 3, 3, 2, 3, 3, 1, 2]",5
dcadcebadcc,"[4, 3, 1, 4, 3, 5, 2, 1, 4, 3, 3]",5
cdcbadebcfe,"[3, 4, 3, 2, 1, 4, 5, 2, 3, 6, 5]",5
fefbabeacbe,"[6, 5, 6, 2, 1, 2, 5, 1, 3, 2, 5]",5
faecbefcaad,"[6, 1, 5, 3, 2, 5, 6, 3, 1, 1, 4]",5
cdccdcedcbe,"[3, 4, 3, 3, 4, 3, 5, 4, 3, 2, 5]",5
beadddceadc,"[2, 5, 1, 4, 4, 4, 3, 5, 1, 4, 3]",5
caeaddcbbad,"[3, 1, 5, 1, 4, 4, 3, 2, 2, 1, 4]",5
baaadccadcb,"[2, 1, 1, 1, 4, 3, 3, 1, 4, 3, 2]",5
ddcfbdcadca,"[4, 4, 3, 6, 2, 4, 3, 1, 4, 3, 1]",5
fccdceacbad,"[6, 3, 3, 4, 3, 5, 1, 3, 2, 1, 4]",5
feccdcadead,"[6, 5, 3, 3, 4, 3, 1, 4, 5, 1, 4]",5
acbeacfddcb,"[1, 3, 2, 5, 1, 3, 6, 4, 4, 3, 2]",5
cddcffdcccd,"[3, 4, 4, 3, 6, 6, 4, 3, 3, 3, 4]",5
aefbfeadcee,"[1, 5, 6, 2, 6, 5, 1, 4, 3, 5, 5]",5
badadeaadce,"[2, 1, 4, 1, 4, 5, 1, 1, 4, 3, 5]",5
cbadcfbfcae,"[3, 2, 1, 4, 3, 6, 2, 6, 3, 1, 5]",5
eeadcfcceea,"[5, 5, 1, 4, 3, 6, 3, 3, 5, 5, 1]",5
adccdddadcc,"[1, 4, 3, 3, 4, 4, 4, 1, 4, 3, 3]",5
cfdccbaaadc,"[3, 6, 4, 3, 3, 2, 1, 1, 1, 4, 3]",5
dcfdadbdffc,"[4, 3, 6, 4, 1, 4, 2, 4, 6, 6, 3]",5
addadceadcb,"[1, 4, 4, 1, 4, 3, 5, 1, 4, 3, 2]",5
ccdcbadcead,"[3, 3, 4, 3, 2, 1, 4, 3, 5, 1, 4]",5
ffbbbadcded,"[6, 6, 2, 2, 2, 1, 4, 3, 4, 5, 4]",5
adacafcfcff,"[1, 4, 1, 3, 1, 6, 3, 6, 3, 6, 6]",5
eaefeadcfcf,"[5, 1, 5, 6, 5, 1, 4, 3, 6, 3, 6]",5
bbadcadbafc,"[2, 2, 1, 4, 3, 1, 4, 2, 1, 6, 3]",5
adcbaeadead,"[1, 4, 3, 2, 1, 5, 1, 4, 5, 1, 4]",5
dbeceadcdcb,"[4, 2, 5, 3, 5, 1, 4, 3, 4, 3, 2]",5
adddcbabbbe,"[1, 4, 4, 4, 3, 2, 1, 2, 2, 2, 5]",5
bbeacbfbadc,"[2, 2, 5, 1, 3, 2, 6, 2, 1, 4, 3]",5
cfbdfbadcea,"[3, 6, 2, 4, 6, 2, 1, 4, 3, 5, 1]",5
cfdcfdcadcb,"[3, 6, 4, 3, 6, 4, 3, 1, 4, 3, 2]",5
febeadebadc,"[6, 5, 2, 5, 1, 4, 5, 2, 1, 4, 3]",5
feadcdcddcd,"[6, 5, 1, 4, 3, 4, 3, 4, 4, 3, 4]",5
fbfdceadfdc,"[6, 2, 6, 4, 3, 5, 1, 4, 6, 4, 3]",5
dcefccfbbad,"[4, 3, 5, 6, 3, 3, 6, 2, 2, 1, 4]",5
badcfbeacad,"[2, 1, 4, 3, 6, 2, 5, 1, 3, 1, 4]",5
cadceaaeadc,"[3, 1, 4, 3, 5, 1, 1, 5, 1, 4, 3]",5
dcccefabeae,"[4, 3, 3, 3, 5, 6, 1, 2, 5, 1, 5]",5
adfccebadcd,"[1, 4, 6, 3, 3, 5, 2, 1, 4, 3, 4]",5
feacfcfdbbd,"[6, 5, 1, 3, 6, 3, 6, 4, 2, 2, 4]",5
cefdceadcca,"[3, 5, 6, 4, 3, 5, 1, 4, 3, 3, 1]",5
cbbadcacffd,"[3, 2, 2, 1, 4, 3, 1, 3, 6, 6, 4]",5
eadcabdcdde,"[5, 1, 4, 3, 1, 2, 4, 3, 4, 4, 5]",5
ceadcfdadcc,"[3, 5, 1, 4, 3, 6, 4, 1, 4, 3, 3]",5
adccbaebadc,"[1, 4, 3, 3, 2, 1, 5, 2, 1, 4, 3]",5
babaeadedcc,"[2, 1, 2, 1, 5, 1, 4, 5, 4, 3, 3]",5
bfdcdcdbffd,"[2, 6, 4, 3, 4, 3, 4, 2, 6, 6, 4]",5
eadbadcfeff,"[5, 1, 4, 2, 1, 4, 3, 6, 5, 6, 6]",5
eaaacadbdcb,"[5, 1, 1, 1, 3, 1, 4, 2, 4, 3, 2]",5
fcbadcdcbec,"[6, 3, 2, 1, 4, 3, 4, 3, 2, 5, 3]",5
cffdcbadcee,"[3, 6, 6, 4, 3, 2, 1, 4, 3, 5, 5]",5
badccdcdbad,"[2, 1, 4, 3, 3, 4, 3, 4, 2, 1, 4]",5
dabaedccbbf,"[4, 1, 2, 1, 5, 4, 3, 3, 2, 2, 6]",5
beacdeadccb,"[2, 5, 1, 3, 4, 5, 1, 4, 3, 3, 2]",5
affdbdcbffd,"[1, 6, 6, 4, 2, 4, 3, 2, 6, 6, 4]",5
dedccfeadfa,"[4, 5, 4, 3, 3, 6, 5, 1, 4, 6, 1]",5
faddeacfcce,"[6, 1, 4, 4, 5, 1, 3, 6, 3, 3, 5]",5
ffeadccfdeb,"[6, 6, 5, 1, 4, 3, 3, 6, 4, 5, 2]",5
cbadcbdedfb,"[3, 2, 1, 4, 3, 2, 4, 5, 4, 6, 2]",5
fbadadccdcc,"[6, 2, 1, 4, 1, 4, 3, 3, 4, 3, 3]",5
adedccbadba,"[1, 4, 5, 4, 3, 3, 2, 1, 4, 2, 1]",5
bbaecbbadca,"[2, 2, 1, 5, 3, 2, 2, 1, 4, 3, 1]",5
bceadafeaad,"[2, 3, 5, 1, 4, 1, 6, 5, 1, 1, 4]",5
adcfadefdca,"[1, 4, 3, 6, 1, 4, 5, 6, 4, 3, 1]",5
dccddcfdcdc,"[4, 3, 3, 4, 4, 3, 6, 4, 3, 4, 3]",5
dcbadadfffb,"[4, 3, 2, 1, 4, 1, 4, 6, 6, 6, 2]",5
ffdcedceadc,"[6, 6, 4, 3, 5, 4, 3, 5, 1, 4, 3]",5
eadcbcefbad,"[5, 1, 4, 3, 2, 3, 5, 6, 2, 1, 4]",5
ebadccbfbee,"[5, 2, 1, 4, 3, 3, 2, 6, 2, 5, 5]",5
dcbeaeabdec,"[4, 3, 2, 5, 1, 5, 1, 2, 4, 5, 3]",5
eaddcaeacce,"[5, 1, 4, 4, 3, 1, 5, 1, 3, 3, 5]",5
cbadcaaadcf,"[3, 2, 1, 4, 3, 1, 1, 1, 4, 3, 6]",5
eadcbcfefdf,"[5, 1, 4, 3, 2, 3, 6, 5, 6, 4, 6]",5
dadcdeadcba,"[4, 1, 4, 3, 4, 5, 1, 4, 3, 2, 1]",5
feadcabcaae,"[6, 5, 1, 4, 3, 1, 2, 3, 1, 1, 5]",5
adcceadceaf,"[1, 4, 3, 3, 5, 1, 4, 3, 5, 1, 6]",5
addcbdcfbee,"[1, 4, 4, 3, 2, 4, 3, 6, 2, 5, 5]",5
bffbfeafdca,"[2, 6, 6, 2, 6, 5, 1, 6, 4, 3, 1]",5
ecdceadbcba,"[5, 3, 4, 3, 5, 1, 4, 2, 3, 2, 1]",5
eeadadcbada,"[5, 5, 1, 4, 1, 4, 3, 2, 1, 4, 1]",5
fcdcffbadba,"[6, 3, 4, 3, 6, 6, 2, 1, 4, 2, 1]",5
eaddcdceabe,"[5, 1, 4, 4, 3, 4, 3, 5, 1, 2, 5]",5
deacadccade,"[4, 5, 1, 3, 1, 4, 3, 3, 1, 4, 5]",5
eaaeabbadce,"[5, 1, 1, 5, 1, 2, 2, 1, 4, 3, 5]",5
daadceaddce,"[4, 1, 1, 4, 3, 5, 1, 4, 4, 3, 5]",5
dbadceadcce,"[4, 2, 1, 4, 3, 5, 1, 4, 3, 3, 5]",5
dcceadcadca,"[4, 3, 3, 5, 1, 4, 3, 1, 4, 3, 1]",5
dccbebacadc,"[4, 3, 3, 2, 5, 2, 1, 3, 1, 4, 3]",5
dcfeeabaeae,"[4, 3, 6, 5, 5, 1, 2, 1, 5, 1, 5]",5
fafedbbadcb,"[6, 1, 6, 5, 4, 2, 2, 1, 4, 3, 2]",5
bcddbadcbec,"[2, 3, 4, 4, 2, 1, 4, 3, 2, 5, 3]",5
bfadfcdcacc,"[2, 6, 1, 4, 6, 3, 4, 3, 1, 3, 3]",5
dcdcffefbad,"[4, 3, 4, 3, 6, 6, 5, 6, 2, 1, 4]",5
efdcefadcdc,"[5, 6, 4, 3, 5, 6, 1, 4, 3, 4, 3]",5
efbfbeafbdc,"[5, 6, 2, 6, 2, 5, 1, 6, 2, 4, 3]",5
cddcadccfcd,"[3, 4, 4, 3, 1, 4, 3, 3, 6, 3, 4]",5
cadfadccdce,"[3, 1, 4, 6, 1, 4, 3, 3, 4, 3, 5]",5
dfdcbadcadc,"[4, 6, 4, 3, 2, 1, 4, 3, 1, 4, 3]",5
dcbcfdceadd,"[4, 3, 2, 3, 6, 4, 3, 5, 1, 4, 4]",5
bdcaeacfbdc,"[2, 4, 3, 1, 5, 1, 3, 6, 2, 4, 3]",5
badfceadbfd,"[2, 1, 4, 6, 3, 5, 1, 4, 2, 6, 4]",5
adadcbadcea,"[1, 4, 1, 4, 3, 2, 1, 4, 3, 5, 1]",5
fdbadcadadc,"[6, 4, 2, 1, 4, 3, 1, 4, 1, 4, 3]",5
ddcdbbcadcb,"[4, 4, 3, 4, 2, 2, 3, 1, 4, 3, 2]",5
adcebaaeadc,"[1, 4, 3, 5, 2, 1, 1, 5, 1, 4, 3]",5
abadccfadda,"[1, 2, 1, 4, 3, 3, 6, 1, 4, 4, 1]",5
eadabfcdadc,"[5, 1, 4, 1, 2, 6, 3, 4, 1, 4, 3]",5
eadeadebadd,"[5, 1, 4, 5, 1, 4, 5, 2, 1, 4, 4]",5
deadceeaffd,"[4, 5, 1, 4, 3, 5, 5, 1, 6, 6, 4]",5
bafbeabfacb,"[2, 1, 6, 2, 5, 1, 2, 6, 1, 3, 2]",5
bdcdbbceacd,"[2, 4, 3, 4, 2, 2, 3, 5, 1, 3, 4]",5
cadcbadccce,"[3, 1, 4, 3, 2, 1, 4, 3, 3, 3, 5]",5
dadffbadcea,"[4, 1, 4, 6, 6, 2, 1, 4, 3, 5, 1]",5
deadcfbdcad,"[4, 5, 1, 4, 3, 6, 2, 4, 3, 1, 4]",5
ccbbbdedcea,"[3, 3, 2, 2, 2, 4, 5, 4, 3, 5, 1]",5
adcadeafcdc,"[1, 4, 3, 1, 4, 5, 1, 6, 3, 4, 3]",5
fbfbadcdadc,"[6, 2, 6, 2, 1, 4, 3, 4, 1, 4, 3]",5
dcadbceefcf,"[4, 3, 1, 4, 2, 3, 5, 5, 6, 3, 6]",5
cceeaadfead,"[3, 3, 5, 5, 1, 1, 4, 6, 5, 1, 4]",5
eadadcbadad,"[5, 1, 4, 1, 4, 3, 2, 1, 4, 1, 4]",5
dcdfaadcead,"[4, 3, 4, 6, 1, 1, 4, 3, 5, 1, 4]",5
cabbadfeadc,"[3, 1, 2, 2, 1, 4, 6, 5, 1, 4, 3]",5
dcaaddceffe,"[4, 3, 1, 1, 4, 4, 3, 5, 6, 6, 5]",5
eaecaddcbbd,"[5, 1, 5, 3, 1, 4, 4, 3, 2, 2, 4]",5
adceadcdcce,"[1, 4, 3, 5, 1, 4, 3, 4, 3, 3, 5]",5
bfceadaaeae,"[2, 6, 3, 5, 1, 4, 1, 1, 5, 1, 5]",5
abadcbaeadc,"[1, 2, 1, 4, 3, 2, 1, 5, 1, 4, 3]",5
cadcfaeadaf,"[3, 1, 4, 3, 6, 1, 5, 1, 4, 1, 6]",5
eacdedfadcc,"[5, 1, 3, 4, 5, 4, 6, 1, 4, 3, 3]",5
aadcbffdcbb,"[1, 1, 4, 3, 2, 6, 6, 4, 3, 2, 2]",5
dcdfdbcffbd,"[4, 3, 4, 6, 4, 2, 3, 6, 6, 2, 4]",5
cfbadcfdced,"[3, 6, 2, 1, 4, 3, 6, 4, 3, 5, 4]",5
fbadcfadada,"[6, 2, 1, 4, 3, 6, 1, 4, 1, 4, 1]",5
cdcbadafbad,"[3, 4, 3, 2, 1, 4, 1, 6, 2, 1, 4]",5
addcfbadcab,"[1, 4, 4, 3, 6, 2, 1, 4, 3, 1, 2]",5
badeaddcfbf,"[2, 1, 4, 5, 1, 4, 4, 3, 6, 2, 6]",5
eeaddcbbfea,"[5, 5, 1, 4, 4, 3, 2, 2, 6, 5, 1]",5
dcccfbadbcf,"[4, 3, 3, 3, 6, 2, 1, 4, 2, 3, 6]",5
cbaddceadca,"[3, 2, 1, 4, 4, 3, 5, 1, 4, 3, 1]",5
ccfbadfadea,"[3, 3, 6, 2, 1, 4, 6, 1, 4, 5, 1]",5
adbbbaeadfb,"[1, 4, 2, 2, 2, 1, 5, 1, 4, 6, 2]",5
feadbaeadce,"[6, 5, 1, 4, 2, 1, 5, 1, 4, 3, 5]",5
dcadcadeadd,"[4, 3, 1, 4, 3, 1, 4, 5, 1, 4, 4]",5
badeadbfbad,"[2, 1, 4, 5, 1, 4, 2, 6, 2, 1, 4]",5
eddccaeadcb,"[5, 4, 4, 3, 3, 1, 5, 1, 4, 3, 2]",5
eaeadccdcee,"[5, 1, 5, 1, 4, 3, 3, 4, 3, 5, 5]",5
dcbfdadccae,"[4, 3, 2, 6, 4, 1, 4, 3, 3, 1, 5]",5
dbadceadcfa,"[4, 2, 1, 4, 3, 5, 1, 4, 3, 6, 1]",5
dcfdceadcac,"[4, 3, 6, 4, 3, 5, 1, 4, 3, 1, 3]",5
acbaeaccdcb,"[1, 3, 2, 1, 5, 1, 3, 3, 4, 3, 2]",5
eadedeadead,"[5, 1, 4, 5, 4, 5, 1, 4, 5, 1, 4]",5
adbeabadcfa,"[1, 4, 2, 5, 1, 2, 1, 4, 3, 6, 1]",5
acddcfadccb,"[1, 3, 4, 4, 3, 6, 1, 4, 3, 3, 2]",5
ceaabeadffe,"[3, 5, 1, 1, 2, 5, 1, 4, 6, 6, 5]",5
cdccbcbedcb,"[3, 4, 3, 3, 2, 3, 2, 5, 4, 3, 2]",5
cadcfbadcbc,"[3, 1, 4, 3, 6, 2, 1, 4, 3, 2, 3]",5
bafeeadeadc,"[2, 1, 6, 5, 5, 1, 4, 5, 1, 4, 3]",5
dadadcbacfd,"[4, 1, 4, 1, 4, 3, 2, 1, 3, 6, 4]",5
badcaeaffbb,"[2, 1, 4, 3, 1, 5, 1, 6, 6, 2, 2]",5
adcadcabafa,"[1, 4, 3, 1, 4, 3, 1, 2, 1, 6, 1]",5
cccefeeafad,"[3, 3, 3, 5, 6, 5, 5, 1, 6, 1, 4]",5
acadceadcba,"[1, 3, 1, 4, 3, 5, 1, 4, 3, 2, 1]",5
fadeabadcea,"[6, 1, 4, 5, 1, 2, 1, 4, 3, 5, 1]",5
feaceeadcba,"[6, 5, 1, 3, 5, 5, 1, 4, 3, 2, 1]",5
dbcbbbbbaad,"[4, 2, 3, 2, 2, 2, 2, 2, 1, 1, 4]",5
adcafbadcfd,"[1, 4, 3, 1, 6, 2, 1, 4, 3, 6, 4]",5
eaeffadccdc,"[5, 1, 5, 6, 6, 1, 4, 3, 3, 4, 3]",5
eadadadccea,"[5, 1, 4, 1, 4, 1, 4, 3, 3, 5, 1]",5
abaeadcbadc,"[1, 2, 1, 5, 1, 4, 3, 2, 1, 4, 3]",5
bfbaccdcbcd,"[2, 6, 2, 1, 3, 3, 4, 3, 2, 3, 4]",5
adcdddeadca,"[1, 4, 3, 4, 4, 4, 5, 1, 4, 3, 1]",5
cbadbfadeac,"[3, 2, 1, 4, 2, 6, 1, 4, 5, 1, 3]",5
adfdcadbbfd,"[1, 4, 6, 4, 3, 1, 4, 2, 2, 6, 4]",5
adcbcedcedc,"[1, 4, 3, 2, 3, 5, 4, 3, 5, 4, 3]",5
adceeafebad,"[1, 4, 3, 5, 5, 1, 6, 5, 2, 1, 4]",5
fdcddbadcdc,"[6, 4, 3, 4, 4, 2, 1, 4, 3, 4, 3]",5
daddcadbadc,"[4, 1, 4, 4, 3, 1, 4, 2, 1, 4, 3]",5
afbbedceabd,"[1, 6, 2, 2, 5, 4, 3, 5, 1, 2, 4]",5
accafadcbab,"[1, 3, 3, 1, 6, 1, 4, 3, 2, 1, 2]",5
cccfbadfdad,"[3, 3, 3, 6, 2, 1, 4, 6, 4, 1, 4]",5
fbdcfebcdcc,"[6, 2, 4, 3, 6, 5, 2, 3, 4, 3, 3]",5
bbbdceeebad,"[2, 2, 2, 4, 3, 5, 5, 5, 2, 1, 4]",5
fafeafeaecf,"[6, 1, 6, 5, 1, 6, 5, 1, 5, 3, 6]",5
eabddcbfaaf,"[5, 1, 2, 4, 4, 3, 2, 6, 1, 1, 6]",5
defaadedcfc,"[4, 5, 6, 1, 1, 4, 5, 4, 3, 6, 3]",5
adfadcdeadc,"[1, 4, 6, 1, 4, 3, 4, 5, 1, 4, 3]",5
beadceadfce,"[2, 5, 1, 4, 3, 5, 1, 4, 6, 3, 5]",5
feceadbabcc,"[6, 5, 3, 5, 1, 4, 2, 1, 2, 3, 3]",5
acdcfcdcdcc,"[1, 3, 4, 3, 6, 3, 4, 3, 4, 3, 3]",5
dbadcdceada,"[4, 2, 1, 4, 3, 4, 3, 5, 1, 4, 1]",5
dcccfadfdfe,"[4, 3, 3, 3, 6, 1, 4, 6, 4, 6, 5]",5
fcdcbafaada,"[6, 3, 4, 3, 2, 1, 6, 1, 1, 4, 1]",5
beadcdceaba,"[2, 5, 1, 4, 3, 4, 3, 5, 1, 2, 1]",5
dcfcadeacad,"[4, 3, 6, 3, 1, 4, 5, 1, 3, 1, 4]",5
edcceadcdaf,"[5, 4, 3, 3, 5, 1, 4, 3, 4, 1, 6]",5
efefdcbbaea,"[5, 6, 5, 6, 4, 3, 2, 2, 1, 5, 1]",5
dcccfcefaba,"[4, 3, 3, 3, 6, 3, 5, 6, 1, 2, 1]",5
eadcbbbfbaa,"[5, 1, 4, 3, 2, 2, 2, 6, 2, 1, 1]",5
ebabadcfcea,"[5, 2, 1, 2, 1, 4, 3, 6, 3, 5, 1]",5
accafbdcffb,"[1, 3, 3, 1, 6, 2, 4, 3, 6, 6, 2]",5
cdcfffdcfcd,"[3, 4, 3, 6, 6, 6, 4, 3, 6, 3, 4]",5
badfdbadcea,"[2, 1, 4, 6, 4, 2, 1, 4, 3, 5, 1]",5
badcfdcbadc,"[2, 1, 4, 3, 6, 4, 3, 2, 1, 4, 3]",5
cfcfbcfaaea,"[3, 6, 3, 6, 2, 3, 6, 1, 1, 5, 1]",5
badcfdafcdc,"[2, 1, 4, 3, 6, 4, 1, 6, 3, 4, 3]",5
eadcfdfdcfe,"[5, 1, 4, 3, 6, 4, 6, 4, 3, 6, 5]",5
bbabaffdcfa,"[2, 2, 1, 2, 1, 6, 6, 4, 3, 6, 1]",5
dcbcbedcbae,"[4, 3, 2, 3, 2, 5, 4, 3, 2, 1, 5]",5
feadaddcafe,"[6, 5, 1, 4, 1, 4, 4, 3, 1, 6, 5]",5
afdadcceacc,"[1, 6, 4, 1, 4, 3, 3, 5, 1, 3, 3]",5
cefadccfcef,"[3, 5, 6, 1, 4, 3, 3, 6, 3, 5, 6]",5
fbdcfcadfdd,"[6, 2, 4, 3, 6, 3, 1, 4, 6, 4, 4]",5
eaeaaddcadc,"[5, 1, 5, 1, 1, 4, 4, 3, 1, 4, 3]",5
fbadcfdcbdb,"[6, 2, 1, 4, 3, 6, 4, 3, 2, 4, 2]",5
cadeadccbac,"[3, 1, 4, 5, 1, 4, 3, 3, 2, 1, 3]",5
adcceedfade,"[1, 4, 3, 3, 5, 5, 4, 6, 1, 4, 5]",5
eefdccbaddc,"[5, 5, 6, 4, 3, 3, 2, 1, 4, 4, 3]",5
efeacfbcbad,"[5, 6, 5, 1, 3, 6, 2, 3, 2, 1, 4]",5
dafdcadcfbf,"[4, 1, 6, 4, 3, 1, 4, 3, 6, 2, 6]",5
caadcdccdca,"[3, 1, 1, 4, 3, 4, 3, 3, 4, 3, 1]",5
eaddcceabba,"[5, 1, 4, 4, 3, 3, 5, 1, 2, 2, 1]",5
eadcadcadef,"[5, 1, 4, 3, 1, 4, 3, 1, 4, 5, 6]",5
adbadcbadad,"[1, 4, 2, 1, 4, 3, 2, 1, 4, 1, 4]",5
bbadcdceacf,"[2, 2, 1, 4, 3, 4, 3, 5, 1, 3, 6]",5
fbadcdcfbbf,"[6, 2, 1, 4, 3, 4, 3, 6, 2, 2, 6]",5
edcfcadcadf,"[5, 4, 3, 6, 3, 1, 4, 3, 1, 4, 6]",5
eafadadccba,"[5, 1, 6, 1, 4, 1, 4, 3, 3, 2, 1]",5
fcffadbafbb,"[6, 3, 6, 6, 1, 4, 2, 1, 6, 2, 2]",5
bffadceccde,"[2, 6, 6, 1, 4, 3, 5, 3, 3, 4, 5]",5
eadbbadcfdc,"[5, 1, 4, 2, 2, 1, 4, 3, 6, 4, 3]",5
dcadccfbdab,"[4, 3, 1, 4, 3, 3, 6, 2, 4, 1, 2]",5
ffaeadcdead,"[6, 6, 1, 5, 1, 4, 3, 4, 5, 1, 4]",5
cfddcadbead,"[3, 6, 4, 4, 3, 1, 4, 2, 5, 1, 4]",5
bcadffbbadc,"[2, 3, 1, 4, 6, 6, 2, 2, 1, 4, 3]",5
eadadcbceab,"[5, 1, 4, 1, 4, 3, 2, 3, 5, 1, 2]",5
